"course_id","course_title","item_type","item_id","section","title","risk","requires_source_check","flags","source_path","review_status","reviewer","reviewed_at","source_notes","reviewer_notes","text"
"knee-mri","UCLA Knee MRI Interpretation Course","module-common-mistake","mri-basics:mistake:2","module 1","Reading only the sagittal PD FS series and skipping coronal and axial images","standard","no","","src/content/modules/index.ts","","","","","","Every finding must be confirmed in at least two planes. Coronal images are critical for collateral ligaments and meniscal roots; axial images for the patellofemoral joint and MPFL."
"knee-mri","UCLA Knee MRI Interpretation Course","module-common-mistake","mri-basics:mistake:3","module 1","Not adjusting window/level when evaluating different structures","standard","no","","src/content/modules/index.ts","","","","","","Widen the window for meniscal internal signal; narrow it for cartilage surface defects. One setting does not optimize all structures."
"knee-mri","UCLA Knee MRI Interpretation Course","module-topic","mri-basics:topic:1","module 1","Standard imaging planes: sagittal, coronal, axial","standard","no","","src/content/modules/index.ts","","","","","","### Standard Imaging Planes

Knee MRI is acquired in three standard orthogonal planes:

- **Sagittal** — the workhorse of knee MRI. Evaluate the **cruciate ligaments**, **meniscal horns (anterior and posterior)**, **cartilage surfaces**, and the **extensor mechanism**. Prescribed parallel to the ACL or the intercondylar notch. (The meniscal body is best assessed on coronal.)
- **Coronal** — critical for the **collateral ligaments** and meniscal bodies, and overall alignment assessment.
- **Axial** — essential for the **patellofemoral joint**, the **patellar retinaculum**, and the **MPFL**.

### Orientation Checklist

When you sit down to read a knee MRI, start by orienting yourself:

- Identify the **patella** on sagittal images to confirm which side is anterior
- On coronal images, confirm **medial vs. lateral** — the **fibular head** is lateral
- Misorientation leads to embarrassing errors, especially when images are loaded in non-standard orientation | On sagittal images, the midline sagittal slice should show the intercondylar notch and the cruciate ligaments. If you cannot see the ACL on sagittal images, the scan may be poorly prescribed or the ACL may be torn — either way, you need to investigate further."
"knee-mri","UCLA Knee MRI Interpretation Course","module-topic","mri-basics:topic:2","module 1","Key sequences: T1, PD FS, T2","high","yes","high-risk-keyword","src/content/modules/index.ts","","","","","","### Core Sequences

The three sequences you must understand for knee MRI:

- **T1-weighted** — excellent anatomic detail. Fat is **bright** (high signal), fluid is **dark** (low signal), cortical bone is dark. Best for detecting **fracture lines** (low-signal lines against bright marrow fat) and evaluating **marrow replacement** processes.
- **PD FS (proton density fat-suppressed)** — the **single most important sequence** for knee MRI. Fat suppression removes bright fat signal, so **edema and fluid** stand out as bright signal against a dark background. Detects most pathology: **bone marrow edema**, **meniscal tears**, **ligament injuries**, **cartilage defects**, and **joint effusion**.
- **T2-weighted** — similar to PD FS (fluid is bright), but with higher contrast between fluid and soft tissue. Useful for characterizing **cysts** and **effusions**. | If you only had one sequence to read, it should be the sagittal PD FS. This single series can show you ACL tears, meniscal tears, bone bruises, cartilage lesions, and effusion. But never read just one sequence — always cross-reference findings across sequences and planes."
"knee-mri","UCLA Knee MRI Interpretation Course","module-topic","mri-basics:topic:3","module 1","What each sequence is best for (T1 for anatomy/fractures, PD FS for fluid/edema)","high","yes","high-risk-keyword","src/content/modules/index.ts","","","","","","### Sequence Roles in Your Diagnostic Toolkit

**T1-weighted — Anatomy & Fracture Detection**

Normal marrow is fatty and therefore **bright on T1**. Any process that replaces normal marrow fat will appear **dark on T1**:
- Fracture
- Tumor
- Infection
- Edema

This makes T1 highly sensitive for marrow pathology when you compare it to the expected bright signal.

**PD FS — Edema & Soft Tissue Pathology**

Because fat signal is suppressed, any edema or fluid ""lights up"" as bright signal. Your primary sequence for:
- **Meniscal tears** — high signal reaching an articular surface
- **Ligament injuries** — disrupted fibers with surrounding edema
- **Bone marrow edema** — bright signal in the subchondral bone

**T2-weighted — Fluid Characterization**

Excellent for characterizing **fluid collections**. Often used in coronal and axial planes. | A finding that is dark on T1 and bright on PD FS is almost always edema or fluid. A finding that is bright on both T1 and PD FS could be subacute blood (methemoglobin) or proteinaceous fluid. Always correlate signal characteristics across sequences before making your diagnosis."
"knee-mri","UCLA Knee MRI Interpretation Course","module-topic","mri-basics:topic:4","module 1","Common artifacts and pitfalls (magic angle, truncation, motion)","medium","yes","numeric-threshold-or-named-criterion","src/content/modules/index.ts","","","","","","### Common Artifacts and Pitfalls

**Magic Angle Artifact** — the most clinically important artifact. Structures oriented at **55 degrees to the main magnetic field** show artifactually increased signal on **short TE sequences** (T1 and PD). Commonly affects:
- **Posterior horn of the lateral meniscus** (where it curves upward)
- **Popliteus tendon**
- Portions of the **cruciate ligaments**

Key rule: **magic angle artifact disappears on T2**. If increased signal in a meniscus on PD disappears on T2, it is likely artifact, not a tear.

**Truncation Artifact (Gibbs Artifact)** — produces alternating bright and dark lines parallel to high-contrast interfaces. Classically produces a **linear bright line through the meniscus** on sagittal images, mimicking a horizontal tear. Distinguishing clue: the truncation line runs parallel to, and at a fixed short distance from, the meniscal surface and does **NOT contact the articular surface** (a true tear's signal reaches a surface). It can be reduced by increasing the acquisition matrix or changing the phase-encode direction; confirm on a second plane.

**Motion Artifact** — produces ghosting in the phase-encoding direction and degrades overall image quality. Always note significant motion artifact in your report as it **limits diagnostic confidence**. | When you see increased signal in the posterior horn of the lateral meniscus on a single sagittal PD image — before calling it a tear, check the T2 sequence at the same location. If the signal goes away, it is magic angle artifact. True tears will persist as high signal on T2."
"knee-mri","UCLA Knee MRI Interpretation Course","module-topic","mri-basics:topic:5","module 1","How to window/level for optimal viewing","standard","no","","src/content/modules/index.ts","","","","","","### Window/Level Adjustment

Window and level adjustment is one of the most underappreciated skills in MRI interpretation:

- **Window (width)** — controls contrast. Narrow = high contrast between tissues; wide = more uniform grey tones.
- **Level (center)** — controls overall brightness.

Most PACS viewers allow real-time adjustment by clicking and dragging.

### Optimal Settings by Structure

- **Bone marrow** (T1 or PD FS) — moderate window, level set to make marrow intermediate grey. Reveals subtle signal changes.
- **Meniscus** — widen the window slightly so the normally dark meniscus shows internal contrast, making **intrasubstance signal changes** easier to detect.
- **Cartilage** (PD FS) — narrow the window to maximize contrast between cartilage and adjacent fluid.

Develop the habit of adjusting window/level as you move through your search pattern, optimizing for each structure you evaluate. | When evaluating the meniscus, briefly widen your window to see the internal signal of the meniscus better. When evaluating cartilage, narrow your window to maximize contrast between the cartilage surface and any adjacent fluid that would indicate a defect."
"knee-mri","UCLA Knee MRI Interpretation Course","module-summary","anatomy","module 2","Anatomy","standard","no","","src/content/modules/index.ts","","","","","","Compartments, landmarks, and what belongs where | Three compartments: medial, lateral, patellofemoral | Key bony landmarks and alignment | Meniscal anatomy: horns, body, roots, attachments | Cruciate and collateral ligament anatomy | Normal variants that mimic pathology (popliteal hiatus, meniscofemoral ligaments, transverse ligament) | Extensor mechanism anatomy | Identify the three knee compartments and their clinical significance | Describe meniscal anatomy including horns, body, roots, and key attachments | Trace the course of the ACL and PCL on sagittal images | Recognize normal variants that mimic pathology (popliteal hiatus, meniscofemoral ligaments, transverse ligament) | Describe the extensor mechanism components and MPFL anatomy"
"knee-mri","UCLA Knee MRI Interpretation Course","module-common-mistake","anatomy:mistake:1","module 2","Calling the popliteal hiatus a lateral meniscal tear","standard","no","","src/content/modules/index.ts","","","","","","Look for the round popliteus tendon within the 'gap' — if present, it's the normal hiatus, not a tear. Follow the tendon on consecutive slices."
"knee-mri","UCLA Knee MRI Interpretation Course","module-common-mistake","anatomy:mistake:2","module 2","Confusing the meniscofemoral ligament (Wrisberg) for an intact posterior horn of the lateral meniscus","standard","no","","src/content/modules/index.ts","","","","","","Wrisberg lies posterior to the PCL and can mask a displaced posterior horn. Check axial images to confirm the meniscal horn is in its normal position."
"knee-mri","UCLA Knee MRI Interpretation Course","module-common-mistake","anatomy:mistake:3","module 2","Misidentifying the transverse ligament as an anterior horn lateral meniscal tear","standard","no","","src/content/modules/index.ts","","","","","","The transverse ligament runs between the anterior horns on sagittal images. It's linear, smooth, and does not disrupt the meniscal surface."
"knee-mri","UCLA Knee MRI Interpretation Course","module-topic","anatomy:topic:1","module 2","Three compartments: medial, lateral, patellofemoral","high","yes","high-risk-keyword","src/content/modules/index.ts","","","","","","### Three Compartments of the Knee

The knee is divided into three compartments — pathology often clusters within a compartment, and isolated compartment disease has different surgical implications than multi-compartment involvement.

- **Medial tibiofemoral** — medial femoral condyle + medial tibial plateau, with the **medial meniscus** interposed
- **Lateral tibiofemoral** — lateral femoral condyle + lateral tibial plateau, with the **lateral meniscus** interposed
- **Patellofemoral** — patellar articular surface + **femoral trochlea**

### Compartment-Based Evaluation

For each compartment, independently assess:
- Cartilage loss
- Osteophytes
- Subchondral changes
- Meniscal pathology

Organize your cartilage and osteochondral findings by compartment when reporting. | When you see bone marrow edema in the medial compartment, always check the lateral compartment for corresponding ""kissing"" lesions. Bipolar edema (edema on both sides of a joint) suggests an acute compressive injury or advanced degenerative disease, and the clinical context will differentiate."
"knee-mri","UCLA Knee MRI Interpretation Course","module-topic","anatomy:topic:2","module 2","Key bony landmarks and alignment","high","yes","high-risk-keyword","src/content/modules/index.ts","","","","","","### Key Bony Landmarks

- **Tibial eminences** (medial and lateral intercondylar spines) — visible on coronal images; attachment sites for cruciate ligaments and meniscal roots. **Tibial eminence fractures** are common in adolescents and represent an **avulsion equivalent of an ACL tear**.
- **Segond fracture** — a small avulsion off the lateral tibial plateau, **pathognomonic for ACL injury**. Best seen on coronal images.
- **Femoral intercondylar notch** — the ""home"" of the cruciate ligaments. **Notch stenosis** (narrow or A-frame notch) is a risk factor for ACL tears.
- **Tibial tubercle** — insertion of the patellar tendon; site of **Osgood-Schlatter disease** in adolescents.

### Alignment

The **mechanical axis** should pass through the center of the knee on coronal images:
- **Varus** malalignment — shifts load to the **medial** compartment
- **Valgus** malalignment — shifts load to the **lateral** compartment | On coronal images, look for small cortical avulsions at the lateral tibial plateau (Segond fracture), medial tibial plateau (reverse Segond/deep MCL avulsion), and the fibular head (arcuate sign, indicating PLC injury). These small fractures are often more important than the bone they break off — they tell you about the ligament injury."
"knee-mri","UCLA Knee MRI Interpretation Course","module-topic","anatomy:topic:3","module 2","Meniscal anatomy: horns, body, roots, attachments","standard","no","","src/content/modules/index.ts","","","","","","### Meniscal Anatomy

The menisci are C-shaped fibrocartilaginous structures serving as **shock absorbers**, **load distributors**, and **joint stabilizers**. Each meniscus has an **anterior horn**, **body**, and **posterior horn**.

- **Medial meniscus** — C-shaped, firmly attached to the joint capsule and the **deep MCL**. Limited mobility makes it **more susceptible to tear**.
- **Lateral meniscus** — more circular (nearly O-shaped), more mobile, detaches from the capsule posterolaterally at the **popliteal hiatus**.

### Meniscal Roots

The roots are critical structures anchoring the meniscus to the tibial plateau:

- **Posterior root of the medial meniscus** — attaches just anterior to the PCL tibial insertion
- **Anterior root of the lateral meniscus** — attaches adjacent to the ACL tibial insertion

**Root tears** are functionally equivalent to a **total meniscectomy** — they eliminate the meniscus's ability to distribute hoop stresses. Best evaluated on coronal and axial images; look for normal dark root fibers inserting on the tibial plateau. A **""ghost meniscus"" sign** (absent meniscal tissue on sagittal images) combined with **meniscal extrusion** suggests a root tear. | On sagittal images, the normal posterior horn of the medial meniscus should be approximately twice the size (AP dimension) of the anterior horn. If the posterior horn appears small or absent, think about a displaced tear (bucket-handle) or a root tear. Always cross-reference with coronal images to evaluate the root."
"knee-mri","UCLA Knee MRI Interpretation Course","module-topic","anatomy:topic:4","module 2","Cruciate and collateral ligament anatomy","high","yes","high-risk-keyword;numeric-threshold-or-named-criterion","src/content/modules/index.ts","","","","","","### Cruciate Ligaments

**ACL** — runs from the posteromedial aspect of the **lateral femoral condyle** to the **anterior tibial plateau**, just anterior to the tibial eminence. On sagittal images: a taut band of low-signal fibers running roughly parallel to the **intercondylar roof (Blumensaat line)**. Look for intact, continuous fibers with a normal trajectory.

**PCL** — the **strongest ligament** in the knee. Runs from the lateral wall of the medial femoral condyle (intercondylar surface) to **a depression on the posterior tibia, approximately 1 cm below the articular surface**. Normal appearance: a smooth, curving arc of **uniformly low signal**. Warning signs of injury:
- **""Thick PCL"" sign**
- Loss of the normal smooth curvature

### Collateral Ligaments

**MCL** — has superficial and deep layers:
- **Superficial MCL** — long band from the medial femoral epicondyle to the proximal medial tibia (~5-7 cm below the joint line)
- **Deep MCL** (meniscotibial and meniscofemoral ligaments) — attaches directly to the **medial meniscus**
- Best evaluated on **coronal images**

**LCL (fibular collateral ligament)** — cord-like structure from the lateral femoral epicondyle to the **fibular head**. Best seen on coronal images. | When reading the ACL on sagittal images, use the lateral femoral condyle as your starting point and scroll medially until you see the ACL fibers. The normal ACL should be visualized across at least 2-3 consecutive sagittal slices. If you cannot identify intact fibers on any sagittal slice, assume it is torn until proven otherwise on coronal images."
"knee-mri","UCLA Knee MRI Interpretation Course","module-topic","anatomy:topic:5","module 2","Normal variants that mimic pathology (popliteal hiatus, meniscofemoral ligaments, transverse ligament)","standard","no","","src/content/modules/index.ts","","","","","","### Normal Variants That Mimic Pathology

**Popliteal Hiatus** — a region where the posterior horn of the lateral meniscus detaches from the posterolateral capsule, allowing the popliteus tendon to pass through. On sagittal images, this can mimic a **lateral meniscal tear**. Key: look for the smooth, round popliteus tendon within the gap to confirm it is a normal hiatus.

**Meniscofemoral Ligaments** (ligaments of **Humphrey** and **Wrisberg**) — run from the posterior horn of the lateral meniscus to the medial femoral condyle, adjacent to the PCL:
- **Humphrey** — passes **anterior** to the PCL
- **Wrisberg** — passes **posterior** to the PCL
- On sagittal images, these can mimic a **displaced meniscal fragment** or mask a tear by being confused with an intact posterior horn
- On axial images, they appear as small round structures adjacent to the PCL

**Transverse Meniscal Ligament** — connects the anterior horns of both menisci. Can mimic a tear of the **anterior horn of the lateral meniscus** on sagittal images. | The popliteal hiatus is the single most common normal variant that mimics a lateral meniscal tear. The key: on sagittal images at the posterolateral corner, if you see the round popliteus tendon sitting in the ""gap"" in the meniscus, it is the hiatus, not a tear. Confirm by following the tendon on consecutive slices."
"knee-mri","UCLA Knee MRI Interpretation Course","module-topic","anatomy:topic:6","module 2","Extensor mechanism anatomy","medium","yes","numeric-threshold-or-named-criterion","src/content/modules/index.ts","","","","","","### Extensor Mechanism

The extensor mechanism consists of:
- **Quadriceps tendon** — multi-layered structure from four muscles inserting on the superior pole of the patella
- **Patella**
- **Patellar tendon** (patellar ligament) — from the inferior pole of the patella to the **tibial tubercle**

### Quadriceps Tendon Layers (superficial to deep)

- **Rectus femoris** (superficial)
- **Vastus medialis and lateralis** (middle)
- **Vastus intermedius** (deep)

On sagittal MRI, the normal quadriceps tendon appears as a **layered structure of low signal intensity**.

### Patellar Tendon

Should be **uniformly low signal** on all sequences, with a normal AP thickness of roughly **4-7 mm** (thicker proximally at the inferior patellar pole). Focal thickening beyond ~7 mm with increased intrasubstance signal suggests **tendinopathy**.

### MPFL (Medial Patellofemoral Ligament)

The **primary restraint to lateral patellar translation** — key structure in **patellar instability**. Runs from the **adductor tubercle** region to the superomedial border of the patella. Best seen on **axial images**. | When evaluating the quadriceps tendon, remember it has layers. Partial tears most commonly involve the deep (vastus intermedius) layer and can be subtle. On sagittal PD FS images, look for fluid signal interposed within the tendon layers at the superior patellar pole. Complete tears will show retraction of the tendon with a gap filled by hemorrhage or fluid."
"knee-mri","UCLA Knee MRI Interpretation Course","module-summary","search-pattern-overview","module 3","Search Pattern Overview","standard","no","","src/content/modules/index.ts","","","","","","The 7-step systematic approach | Why systematic reading prevents missed findings | Satisfaction of search: the most common cognitive error | Overview of the 7-step search pattern | How to build the pattern into daily workflow | Anchor slice concept | Explain why systematic reading prevents missed findings | Define satisfaction of search and describe how to overcome it | List all 7 steps of the search pattern in order | Describe the anchor slice concept and identify key anchor slices"
"knee-mri","UCLA Knee MRI Interpretation Course","module-common-mistake","search-pattern-overview:mistake:1","module 3","Starting your report before completing the full search pattern","high","yes","high-risk-keyword","src/content/modules/index.ts","","","","","","Complete all 7 steps before dictating. The clinical question may focus on the ACL, but the ramp lesion or root tear you find at step 4 changes surgical planning."
"knee-mri","UCLA Knee MRI Interpretation Course","module-common-mistake","search-pattern-overview:mistake:2","module 3","Skipping Step 6 (synovium/bursae) because 'nothing is usually there'","high","yes","high-risk-keyword","src/content/modules/index.ts","","","","","","Baker cyst rupture, PVNS, plicae, and periarticular bursitis are often incidental but clinically important findings that change management."
"knee-mri","UCLA Knee MRI Interpretation Course","module-topic","search-pattern-overview:topic:1","module 3","Why systematic reading prevents missed findings","standard","no","","src/content/modules/index.ts","","","","","","### Why Systematic Reading Prevents Missed Findings

A **systematic search pattern** is the single most effective tool for preventing missed diagnoses on knee MRI. Studies consistently show that missed findings are rarely due to the lesion being invisible — in most cases, the reader simply **never looked at the area** where the lesion was located.

A search pattern forces you to evaluate **every structure in every compartment, every time**, regardless of clinical history or obvious findings.

### Speed vs. Completeness

- Experienced readers execute a complete search pattern in **5-10 minutes**
- The goal is not to slow you down — it is to make your reading **comprehensive**
- The clinical history tells you what the referring physician is worried about, but **not what pathology is actually present**
- The knee with the ""ACL tear"" may also have a **root tear**, a **cartilage flap**, and a **posterolateral corner injury** — you will only find these if you look systematically | Develop a search pattern that you use identically every time, regardless of the clinical question. The pattern should become automatic — like a pilot's pre-flight checklist. You should not have to think about what to look at next; it should be reflexive."
"knee-mri","UCLA Knee MRI Interpretation Course","module-topic","search-pattern-overview:topic:2","module 3","Satisfaction of search: the most common cognitive error","standard","no","","src/content/modules/index.ts","","","","","","### Satisfaction of Search

**Satisfaction of search** is the most common cognitive error in image interpretation. Once you find a significant abnormality, your brain becomes **psychologically ""satisfied""** and less attentive to additional findings. This is not laziness — it is a well-documented cognitive bias.

**Classic scenario:** You correctly diagnose the ACL tear but miss:
- **Lateral meniscus posterior root tear** (or a **medial meniscal ramp lesion**) — the meniscal injuries classically associated with acute ACL tears
- **Posterolateral corner injury**
- Both are surgically relevant

### The Antidote

- After finding the first abnormality, **resist the urge to stop reading and start dictating**
- Complete your **entire search pattern**, then construct your report
- Many experienced readers note the obvious finding, then **deliberately set it aside** and continue their systematic review before returning to characterize it in detail | When you find an ACL tear, you are only halfway done. ACL injuries have well-known associated injuries: lateral meniscal posterior horn tears, medial meniscal ramp lesions, bone contusions in the lateral compartment, posterolateral corner injuries, and cartilage damage. After diagnosing the ACL tear, actively hunt for each of these associated findings."
"knee-mri","UCLA Knee MRI Interpretation Course","module-topic","search-pattern-overview:topic:3","module 3","Overview of the 7-step search pattern","standard","no","","src/content/modules/index.ts","","","","","","### The 7-Step Search Pattern

1. **Overall assessment** — effusion, alignment, and global marrow signal
2. **Bones and marrow** — contusion patterns, fractures, marrow lesions
3. **Cartilage and osteochondral surfaces** — all three compartments
4. **Menisci** — medial and lateral, including roots
5. **Ligaments** — cruciates, collaterals, posterolateral corner, MPFL
6. **Extensor mechanism and soft tissues** — tendons, bursae, synovium, cysts
7. **Final review** — return to the clinical question and ensure it is answered

### Why Step-by-Step Works

Each step focuses your attention on a **specific tissue type**, allowing you to:
- Optimize your **window/level settings** for that tissue
- **Mentally calibrate** for that tissue's normal appearance
- Maintain **focused attention** — more efficient and more sensitive than evaluating everything at once

When you are looking at cartilage, you are not trying to also evaluate ligaments — you are entirely focused on cartilage surfaces across all three compartments. | The 7-step pattern moves from ""big picture"" (effusion, alignment) to ""specific structures"" (menisci, ligaments) to ""final check"" (clinical correlation). If you find yourself jumping around — looking at the ACL, then cartilage, then back to the meniscus, then the ACL again — you are not using a systematic approach and you will miss things."
"knee-mri","UCLA Knee MRI Interpretation Course","module-topic","search-pattern-overview:topic:4","module 3","How to build the pattern into daily workflow","standard","no","","src/content/modules/index.ts","","","","","","### Building the Pattern Into Daily Workflow

Building a search pattern into your daily workflow requires **deliberate practice**:

- For the first **50-100 cases**, use a physical or mental checklist — literally check off each step as you complete it
- It will feel slow at first — that is expected
- With practice, the pattern becomes **automatic**, and reading speed actually **increases** because you are not wasting time deciding what to look at next

### Template-Driven Reading

Use a **structured reporting template** that mirrors your search pattern:

- Report template moves through **bones → cartilage → menisci → ligaments → soft tissues**
- Your reading pattern naturally follows the same sequence
- The **report drives the reading**, and the **reading populates the report**
- This creates a **closed loop** where your search pattern is reinforced every time you dictate | For your first 50 cases, keep a tally of how many additional findings you discover after completing your search pattern beyond the first obvious finding. This will convince you of the value of systematic reading — most readers find additional clinically relevant pathology in 30-40% of cases."
"knee-mri","UCLA Knee MRI Interpretation Course","module-topic","search-pattern-overview:topic:5","module 3","Anchor slice concept","standard","no","","src/content/modules/index.ts","","","","","","### The Anchor Slice Concept

An **anchor slice** is a specific slice in a specific plane where you know exactly what normal anatomy looks like, and from which you can navigate to evaluate surrounding structures. Starting at your anchor slice lets you immediately orient yourself and scroll in both directions with confidence.

### Key Anchor Slices

**Sagittal — midline intercondylar notch:**
- See the **PCL** in its entirety and the **ACL** (whose oblique course is best fully profiled on a slightly more lateral sagittal slice), the **intercondylar roof**, and the **tibial eminences**
- Scroll **laterally** → lateral compartment (lateral meniscus, lateral cartilage, LCL region)
- Scroll **medially** → medial compartment (medial meniscus, medial cartilage, MCL)

**Coronal — mid-condylar slice:**
- Both **meniscal bodies**, both **collateral ligaments**, and the **cruciates** in cross-section

**Axial — patellofemoral joint:**
- **Patellar articular surface**, **trochlea**, **MPFL**, and **patellar retinacula**

Developing familiarity with your anchor slices accelerates reading because you spend less time ""getting oriented"" on each case. | Identify 2-3 anchor slices that work for you — one sagittal (midline notch view), one coronal (mid-condylar), one axial (through the patellofemoral joint). Start every case at these anchors. Within a few weeks, you will be able to tell within seconds of looking at an anchor slice whether something is grossly abnormal."
"knee-mri","UCLA Knee MRI Interpretation Course","module-summary","bones-marrow","module 4","Bones & Marrow","high","yes","high-risk-keyword","src/content/modules/index.ts","","","","","","Edema patterns, fractures, and alignment | Marrow edema patterns and injury mechanisms | Pivot-shift contusion pattern (ACL injury) | Dashboard contusion pattern (PCL injury) | Patellar dislocation contusion pattern | Insufficiency and stress fractures | Alignment assessment: varus/valgus | SIFK/SONK pattern recognition | Recognize the pivot-shift, dashboard, and patellar dislocation contusion patterns | Differentiate contusion from fracture using T1 signal characteristics | Identify insufficiency and stress fractures on MRI | Distinguish SIFK from OCD and AVN based on age, location, and imaging features | Assess alignment on coronal images"
"knee-mri","UCLA Knee MRI Interpretation Course","module-common-mistake","bones-marrow:mistake:1","module 4","Seeing bone marrow edema and stopping at 'bone contusion' without describing the pattern","standard","no","","src/content/modules/index.ts","","","","","","The edema PATTERN is the diagnosis. Posterolateral tibial plateau + lateral femoral condyle = pivot-shift = ACL tear until proven otherwise."
